date,home_team,away_team,home_goals,away_goals,winner,competition,season,source
2015-04-05,Chicago Cubs,St. Louis Cardinals,0,3,AWAY_TEAM,MLB,2015,mlb
2015-04-06,New York Yankees,Toronto Blue Jays,1,6,AWAY_TEAM,MLB,2015,mlb
2015-04-06,Detroit Tigers,Minnesota Twins,4,0,HOME_TEAM,MLB,2015,mlb
2015-04-06,Milwaukee Brewers,Colorado Rockies,0,10,AWAY_TEAM,MLB,2015,mlb
2015-04-06,Philadelphia Phillies,Boston Red Sox,0,8,AWAY_TEAM,MLB,2015,mlb
2015-04-06,Tampa Bay Rays,Baltimore Orioles,2,6,AWAY_TEAM,MLB,2015,mlb
2015-04-06,Washington Nationals,New York Mets,1,3,AWAY_TEAM,MLB,2015,mlb
2015-04-06,Cincinnati Reds,Pittsburgh Pirates,5,2,HOME_TEAM,MLB,2015,mlb
2015-04-06,Los Angeles Dodgers,San Diego Padres,6,3,HOME_TEAM,MLB,2015,mlb
2015-04-06,Seattle Mariners,Los Angeles Angels,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-06,Kansas City Royals,Chicago White Sox,10,1,HOME_TEAM,MLB,2015,mlb
2015-04-06,Miami Marlins,Atlanta Braves,1,2,AWAY_TEAM,MLB,2015,mlb
2015-04-06,Houston Astros,Cleveland Indians,2,0,HOME_TEAM,MLB,2015,mlb
2015-04-06,Oakland Athletics,Texas Rangers,8,0,HOME_TEAM,MLB,2015,mlb
2015-04-06,Arizona Diamondbacks,San Francisco Giants,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-07,Tampa Bay Rays,Baltimore Orioles,5,6,AWAY_TEAM,MLB,2015,mlb
2015-04-07,Miami Marlins,Atlanta Braves,2,12,AWAY_TEAM,MLB,2015,mlb
2015-04-07,Milwaukee Brewers,Colorado Rockies,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-07,Arizona Diamondbacks,San Francisco Giants,7,6,HOME_TEAM,MLB,2015,mlb
2015-04-07,Oakland Athletics,Texas Rangers,1,3,AWAY_TEAM,MLB,2015,mlb
2015-04-07,Los Angeles Dodgers,San Diego Padres,3,7,AWAY_TEAM,MLB,2015,mlb
2015-04-07,Seattle Mariners,Los Angeles Angels,0,2,AWAY_TEAM,MLB,2015,mlb
2015-04-08,Detroit Tigers,Minnesota Twins,11,0,HOME_TEAM,MLB,2015,mlb
2015-04-08,Chicago Cubs,St. Louis Cardinals,2,0,HOME_TEAM,MLB,2015,mlb
2015-04-08,Washington Nationals,New York Mets,2,1,HOME_TEAM,MLB,2015,mlb
2015-04-08,Philadelphia Phillies,Boston Red Sox,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-08,New York Yankees,Toronto Blue Jays,4,3,HOME_TEAM,MLB,2015,mlb
2015-04-08,Cincinnati Reds,Pittsburgh Pirates,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-08,Tampa Bay Rays,Baltimore Orioles,2,0,HOME_TEAM,MLB,2015,mlb
2015-04-08,Miami Marlins,Atlanta Braves,0,2,AWAY_TEAM,MLB,2015,mlb
2015-04-08,Houston Astros,Cleveland Indians,0,2,AWAY_TEAM,MLB,2015,mlb
2015-04-08,Kansas City Royals,Chicago White Sox,7,5,HOME_TEAM,MLB,2015,mlb
2015-04-08,Milwaukee Brewers,Colorado Rockies,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-08,Arizona Diamondbacks,San Francisco Giants,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-08,Oakland Athletics,Texas Rangers,10,0,HOME_TEAM,MLB,2015,mlb
2015-04-08,Los Angeles Dodgers,San Diego Padres,7,4,HOME_TEAM,MLB,2015,mlb
2015-04-08,Seattle Mariners,Los Angeles Angels,3,5,AWAY_TEAM,MLB,2015,mlb
2015-04-09,Cincinnati Reds,Pittsburgh Pirates,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-09,Washington Nationals,New York Mets,3,6,AWAY_TEAM,MLB,2015,mlb
2015-04-09,Detroit Tigers,Minnesota Twins,7,1,HOME_TEAM,MLB,2015,mlb
2015-04-09,Houston Astros,Cleveland Indians,1,5,AWAY_TEAM,MLB,2015,mlb
2015-04-09,Kansas City Royals,Chicago White Sox,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-09,Oakland Athletics,Texas Rangers,1,10,AWAY_TEAM,MLB,2015,mlb
2015-04-09,San Diego Padres,San Francisco Giants,0,1,AWAY_TEAM,MLB,2015,mlb
2015-04-09,Philadelphia Phillies,Boston Red Sox,2,6,AWAY_TEAM,MLB,2015,mlb
2015-04-09,New York Yankees,Toronto Blue Jays,3,6,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Baltimore Orioles,Toronto Blue Jays,5,12,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Texas Rangers,Houston Astros,1,5,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Colorado Rockies,Chicago Cubs,5,1,HOME_TEAM,MLB,2015,mlb
2015-04-10,Cleveland Indians,Detroit Tigers,4,8,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Chicago White Sox,Minnesota Twins,0,6,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Philadelphia Phillies,Washington Nationals,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-10,New York Yankees,Boston Red Sox,5,6,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Cincinnati Reds,St. Louis Cardinals,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-10,Miami Marlins,Tampa Bay Rays,10,9,HOME_TEAM,MLB,2015,mlb
2015-04-10,Atlanta Braves,New York Mets,5,3,HOME_TEAM,MLB,2015,mlb
2015-04-10,Milwaukee Brewers,Pittsburgh Pirates,2,6,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Arizona Diamondbacks,Los Angeles Dodgers,4,3,HOME_TEAM,MLB,2015,mlb
2015-04-10,Los Angeles Angels,Kansas City Royals,2,4,AWAY_TEAM,MLB,2015,mlb
2015-04-10,Oakland Athletics,Seattle Mariners,12,0,HOME_TEAM,MLB,2015,mlb
2015-04-10,San Diego Padres,San Francisco Giants,1,0,HOME_TEAM,MLB,2015,mlb
2015-04-11,New York Yankees,Boston Red Sox,4,8,AWAY_TEAM,MLB,2015,mlb
2015-04-11,Cincinnati Reds,St. Louis Cardinals,1,4,AWAY_TEAM,MLB,2015,mlb
2015-04-11,Chicago White Sox,Minnesota Twins,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-11,Oakland Athletics,Seattle Mariners,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-11,Cleveland Indians,Detroit Tigers,6,9,AWAY_TEAM,MLB,2015,mlb
2015-04-11,Miami Marlins,Tampa Bay Rays,0,2,AWAY_TEAM,MLB,2015,mlb
2015-04-11,Baltimore Orioles,Toronto Blue Jays,7,1,HOME_TEAM,MLB,2015,mlb
2015-04-11,Philadelphia Phillies,Washington Nationals,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-11,Atlanta Braves,New York Mets,5,3,HOME_TEAM,MLB,2015,mlb
2015-04-11,Milwaukee Brewers,Pittsburgh Pirates,6,0,HOME_TEAM,MLB,2015,mlb
2015-04-11,Texas Rangers,Houston Astros,6,2,HOME_TEAM,MLB,2015,mlb
2015-04-11,Colorado Rockies,Chicago Cubs,5,9,AWAY_TEAM,MLB,2015,mlb
2015-04-11,Arizona Diamondbacks,Los Angeles Dodgers,6,0,HOME_TEAM,MLB,2015,mlb
2015-04-11,San Diego Padres,San Francisco Giants,10,2,HOME_TEAM,MLB,2015,mlb
2015-04-11,Los Angeles Angels,Kansas City Royals,4,6,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Cleveland Indians,Detroit Tigers,5,8,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Cincinnati Reds,St. Louis Cardinals,5,7,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Miami Marlins,Tampa Bay Rays,5,8,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Baltimore Orioles,Toronto Blue Jays,7,10,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Philadelphia Phillies,Washington Nationals,3,4,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Atlanta Braves,New York Mets,3,4,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Chicago White Sox,Minnesota Twins,6,2,HOME_TEAM,MLB,2015,mlb
2015-04-12,Milwaukee Brewers,Pittsburgh Pirates,2,10,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Texas Rangers,Houston Astros,4,6,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Los Angeles Angels,Kansas City Royals,2,9,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Oakland Athletics,Seattle Mariners,7,8,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Colorado Rockies,Chicago Cubs,5,6,AWAY_TEAM,MLB,2015,mlb
2015-04-12,Arizona Diamondbacks,Los Angeles Dodgers,4,7,AWAY_TEAM,MLB,2015,mlb
2015-04-12,San Diego Padres,San Francisco Giants,6,4,HOME_TEAM,MLB,2015,mlb
2015-04-12,New York Yankees,Boston Red Sox,14,4,HOME_TEAM,MLB,2015,mlb
2015-04-13,New York Mets,Philadelphia Phillies,2,0,HOME_TEAM,MLB,2015,mlb
2015-04-13,Pittsburgh Pirates,Detroit Tigers,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-13,Boston Red Sox,Washington Nationals,9,4,HOME_TEAM,MLB,2015,mlb
2015-04-13,Minnesota Twins,Kansas City Royals,3,12,AWAY_TEAM,MLB,2015,mlb
2015-04-13,St. Louis Cardinals,Milwaukee Brewers,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-13,San Francisco Giants,Colorado Rockies,0,2,AWAY_TEAM,MLB,2015,mlb
2015-04-13,Baltimore Orioles,New York Yankees,5,6,AWAY_TEAM,MLB,2015,mlb
2015-04-13,Toronto Blue Jays,Tampa Bay Rays,1,2,AWAY_TEAM,MLB,2015,mlb
2015-04-13,Atlanta Braves,Miami Marlins,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-13,Chicago Cubs,Cincinnati Reds,7,6,HOME_TEAM,MLB,2015,mlb
2015-04-13,Texas Rangers,Los Angeles Angels,3,6,AWAY_TEAM,MLB,2015,mlb
2015-04-13,Houston Astros,Oakland Athletics,1,8,AWAY_TEAM,MLB,2015,mlb
2015-04-13,San Diego Padres,Arizona Diamondbacks,4,8,AWAY_TEAM,MLB,2015,mlb
2015-04-13,Los Angeles Dodgers,Seattle Mariners,6,5,HOME_TEAM,MLB,2015,mlb
2015-04-14,Boston Red Sox,Washington Nationals,8,7,HOME_TEAM,MLB,2015,mlb
2015-04-14,Pittsburgh Pirates,Detroit Tigers,0,2,AWAY_TEAM,MLB,2015,mlb
2015-04-14,Baltimore Orioles,New York Yankees,4,3,HOME_TEAM,MLB,2015,mlb
2015-04-14,Toronto Blue Jays,Tampa Bay Rays,2,3,AWAY_TEAM,MLB,2015,mlb
2015-04-14,New York Mets,Philadelphia Phillies,6,5,HOME_TEAM,MLB,2015,mlb
2015-04-14,Cleveland Indians,Chicago White Sox,1,4,AWAY_TEAM,MLB,2015,mlb
2015-04-14,Atlanta Braves,Miami Marlins,2,8,AWAY_TEAM,MLB,2015,mlb
2015-04-14,Chicago Cubs,Cincinnati Reds,2,3,AWAY_TEAM,MLB,2015,mlb
2015-04-14,Texas Rangers,Los Angeles Angels,8,2,HOME_TEAM,MLB,2015,mlb
2015-04-14,Houston Astros,Oakland Athletics,0,4,AWAY_TEAM,MLB,2015,mlb
2015-04-14,San Diego Padres,Arizona Diamondbacks,5,1,HOME_TEAM,MLB,2015,mlb
2015-04-14,Los Angeles Dodgers,Seattle Mariners,6,5,HOME_TEAM,MLB,2015,mlb
2015-04-14,San Francisco Giants,Colorado Rockies,1,4,AWAY_TEAM,MLB,2015,mlb
2015-04-15,Cleveland Indians,Chicago White Sox,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-15,Atlanta Braves,Miami Marlins,2,6,AWAY_TEAM,MLB,2015,mlb
2015-04-15,Boston Red Sox,Washington Nationals,5,10,AWAY_TEAM,MLB,2015,mlb
2015-04-15,Texas Rangers,Los Angeles Angels,2,10,AWAY_TEAM,MLB,2015,mlb
2015-04-15,Pittsburgh Pirates,Detroit Tigers,0,1,AWAY_TEAM,MLB,2015,mlb
2015-04-15,Baltimore Orioles,New York Yankees,7,5,HOME_TEAM,MLB,2015,mlb
2015-04-15,Toronto Blue Jays,Tampa Bay Rays,12,7,HOME_TEAM,MLB,2015,mlb
2015-04-15,New York Mets,Philadelphia Phillies,6,1,HOME_TEAM,MLB,2015,mlb
2015-04-15,Chicago Cubs,Cincinnati Reds,5,0,HOME_TEAM,MLB,2015,mlb
2015-04-15,Houston Astros,Oakland Athletics,6,1,HOME_TEAM,MLB,2015,mlb
2015-04-15,Minnesota Twins,Kansas City Royals,3,1,HOME_TEAM,MLB,2015,mlb
2015-04-15,St. Louis Cardinals,Milwaukee Brewers,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-15,San Diego Padres,Arizona Diamondbacks,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-15,Los Angeles Dodgers,Seattle Mariners,5,2,HOME_TEAM,MLB,2015,mlb
2015-04-15,San Francisco Giants,Colorado Rockies,2,4,AWAY_TEAM,MLB,2015,mlb
2015-04-16,Minnesota Twins,Kansas City Royals,8,5,HOME_TEAM,MLB,2015,mlb
2015-04-16,St. Louis Cardinals,Milwaukee Brewers,4,0,HOME_TEAM,MLB,2015,mlb
2015-04-16,Washington Nationals,Philadelphia Phillies,5,2,HOME_TEAM,MLB,2015,mlb
2015-04-16,Toronto Blue Jays,Tampa Bay Rays,2,4,AWAY_TEAM,MLB,2015,mlb
2015-04-16,New York Mets,Miami Marlins,7,5,HOME_TEAM,MLB,2015,mlb
2015-04-16,San Francisco Giants,Arizona Diamondbacks,6,7,AWAY_TEAM,MLB,2015,mlb
2015-04-17,Detroit Tigers,Chicago White Sox,2,1,HOME_TEAM,MLB,2015,mlb
2015-04-17,Chicago Cubs,San Diego Padres,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-17,Washington Nationals,Philadelphia Phillies,7,2,HOME_TEAM,MLB,2015,mlb
2015-04-17,Pittsburgh Pirates,Milwaukee Brewers,6,3,HOME_TEAM,MLB,2015,mlb
2015-04-17,Toronto Blue Jays,Atlanta Braves,7,8,AWAY_TEAM,MLB,2015,mlb
2015-04-17,Boston Red Sox,Baltimore Orioles,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-17,New York Mets,Miami Marlins,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-17,Tampa Bay Rays,New York Yankees,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-17,Houston Astros,Los Angeles Angels,3,6,AWAY_TEAM,MLB,2015,mlb
2015-04-17,Kansas City Royals,Oakland Athletics,6,4,HOME_TEAM,MLB,2015,mlb
2015-04-17,Minnesota Twins,Cleveland Indians,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-17,St. Louis Cardinals,Cincinnati Reds,6,1,HOME_TEAM,MLB,2015,mlb
2015-04-17,Los Angeles Dodgers,Colorado Rockies,7,3,HOME_TEAM,MLB,2015,mlb
2015-04-17,Seattle Mariners,Texas Rangers,1,3,AWAY_TEAM,MLB,2015,mlb
2015-04-17,San Francisco Giants,Arizona Diamondbacks,0,9,AWAY_TEAM,MLB,2015,mlb
2015-04-18,Washington Nationals,Philadelphia Phillies,3,5,AWAY_TEAM,MLB,2015,mlb
2015-04-18,Toronto Blue Jays,Atlanta Braves,6,5,HOME_TEAM,MLB,2015,mlb
2015-04-18,Detroit Tigers,Chicago White Sox,3,12,AWAY_TEAM,MLB,2015,mlb
2015-04-18,Minnesota Twins,Cleveland Indians,2,4,AWAY_TEAM,MLB,2015,mlb
2015-04-18,St. Louis Cardinals,Cincinnati Reds,5,2,HOME_TEAM,MLB,2015,mlb
2015-04-18,Chicago Cubs,San Diego Padres,7,6,HOME_TEAM,MLB,2015,mlb
2015-04-18,Boston Red Sox,Baltimore Orioles,1,4,AWAY_TEAM,MLB,2015,mlb
2015-04-18,Pittsburgh Pirates,Milwaukee Brewers,6,2,HOME_TEAM,MLB,2015,mlb
2015-04-18,Houston Astros,Los Angeles Angels,4,0,HOME_TEAM,MLB,2015,mlb
2015-04-18,Kansas City Royals,Oakland Athletics,0,5,AWAY_TEAM,MLB,2015,mlb
2015-04-18,New York Mets,Miami Marlins,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-18,Tampa Bay Rays,New York Yankees,0,9,AWAY_TEAM,MLB,2015,mlb
2015-04-18,San Francisco Giants,Arizona Diamondbacks,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-18,Los Angeles Dodgers,Colorado Rockies,6,3,HOME_TEAM,MLB,2015,mlb
2015-04-18,Seattle Mariners,Texas Rangers,3,1,HOME_TEAM,MLB,2015,mlb
2015-04-19,Toronto Blue Jays,Atlanta Braves,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-19,Detroit Tigers,Chicago White Sox,9,1,HOME_TEAM,MLB,2015,mlb
2015-04-19,New York Mets,Miami Marlins,7,6,HOME_TEAM,MLB,2015,mlb
2015-04-19,Tampa Bay Rays,New York Yankees,3,5,AWAY_TEAM,MLB,2015,mlb
2015-04-19,Boston Red Sox,Baltimore Orioles,3,8,AWAY_TEAM,MLB,2015,mlb
2015-04-19,Washington Nationals,Philadelphia Phillies,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-19,Pittsburgh Pirates,Milwaukee Brewers,5,2,HOME_TEAM,MLB,2015,mlb
2015-04-19,Houston Astros,Los Angeles Angels,4,3,HOME_TEAM,MLB,2015,mlb
2015-04-19,Kansas City Royals,Oakland Athletics,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-19,Minnesota Twins,Cleveland Indians,7,2,HOME_TEAM,MLB,2015,mlb
2015-04-19,Chicago Cubs,San Diego Padres,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-19,San Francisco Giants,Arizona Diamondbacks,1,5,AWAY_TEAM,MLB,2015,mlb
2015-04-19,Los Angeles Dodgers,Colorado Rockies,7,0,HOME_TEAM,MLB,2015,mlb
2015-04-19,Seattle Mariners,Texas Rangers,11,10,HOME_TEAM,MLB,2015,mlb
2015-04-19,St. Louis Cardinals,Cincinnati Reds,2,1,HOME_TEAM,MLB,2015,mlb
2015-04-20,Boston Red Sox,Baltimore Orioles,7,1,HOME_TEAM,MLB,2015,mlb
2015-04-20,Pittsburgh Pirates,Chicago Cubs,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-20,Detroit Tigers,New York Yankees,2,1,HOME_TEAM,MLB,2015,mlb
2015-04-20,Milwaukee Brewers,Cincinnati Reds,1,6,AWAY_TEAM,MLB,2015,mlb
2015-04-20,Kansas City Royals,Minnesota Twins,7,1,HOME_TEAM,MLB,2015,mlb
2015-04-20,Chicago White Sox,Cleveland Indians,4,3,HOME_TEAM,MLB,2015,mlb
2015-04-20,Colorado Rockies,San Diego Padres,3,14,AWAY_TEAM,MLB,2015,mlb
2015-04-20,Los Angeles Angels,Oakland Athletics,3,6,AWAY_TEAM,MLB,2015,mlb
2015-04-20,Seattle Mariners,Houston Astros,5,7,AWAY_TEAM,MLB,2015,mlb
2015-04-21,Pittsburgh Pirates,Chicago Cubs,8,9,AWAY_TEAM,MLB,2015,mlb
2015-04-21,Washington Nationals,St. Louis Cardinals,2,1,HOME_TEAM,MLB,2015,mlb
2015-04-21,Philadelphia Phillies,Miami Marlins,7,3,HOME_TEAM,MLB,2015,mlb
2015-04-21,Toronto Blue Jays,Baltimore Orioles,13,6,HOME_TEAM,MLB,2015,mlb
2015-04-21,Detroit Tigers,New York Yankees,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-21,Tampa Bay Rays,Boston Red Sox,0,1,AWAY_TEAM,MLB,2015,mlb
2015-04-21,New York Mets,Atlanta Braves,7,1,HOME_TEAM,MLB,2015,mlb
2015-04-21,Kansas City Royals,Minnesota Twins,6,5,HOME_TEAM,MLB,2015,mlb
2015-04-21,Chicago White Sox,Cleveland Indians,2,6,AWAY_TEAM,MLB,2015,mlb
2015-04-21,Milwaukee Brewers,Cincinnati Reds,10,16,AWAY_TEAM,MLB,2015,mlb
2015-04-21,Colorado Rockies,San Diego Padres,6,7,AWAY_TEAM,MLB,2015,mlb
2015-04-21,Arizona Diamondbacks,Texas Rangers,1,7,AWAY_TEAM,MLB,2015,mlb
2015-04-21,Los Angeles Angels,Oakland Athletics,14,1,HOME_TEAM,MLB,2015,mlb
2015-04-21,Seattle Mariners,Houston Astros,3,6,AWAY_TEAM,MLB,2015,mlb
2015-04-21,San Francisco Giants,Los Angeles Dodgers,6,2,HOME_TEAM,MLB,2015,mlb
2015-04-22,Chicago White Sox,Cleveland Indians,6,0,HOME_TEAM,MLB,2015,mlb
2015-04-22,Pittsburgh Pirates,Chicago Cubs,4,3,HOME_TEAM,MLB,2015,mlb
2015-04-22,Washington Nationals,St. Louis Cardinals,5,7,AWAY_TEAM,MLB,2015,mlb
2015-04-22,Philadelphia Phillies,Miami Marlins,1,6,AWAY_TEAM,MLB,2015,mlb
2015-04-22,Toronto Blue Jays,Baltimore Orioles,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-22,Detroit Tigers,New York Yankees,4,13,AWAY_TEAM,MLB,2015,mlb
2015-04-22,Tampa Bay Rays,Boston Red Sox,7,5,HOME_TEAM,MLB,2015,mlb
2015-04-22,New York Mets,Atlanta Braves,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-22,Kansas City Royals,Minnesota Twins,0,3,AWAY_TEAM,MLB,2015,mlb
2015-04-22,Milwaukee Brewers,Cincinnati Reds,1,2,AWAY_TEAM,MLB,2015,mlb
2015-04-22,Colorado Rockies,San Diego Padres,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-22,Arizona Diamondbacks,Texas Rangers,8,5,HOME_TEAM,MLB,2015,mlb
2015-04-22,Los Angeles Angels,Oakland Athletics,2,9,AWAY_TEAM,MLB,2015,mlb
2015-04-22,Seattle Mariners,Houston Astros,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-22,San Francisco Giants,Los Angeles Dodgers,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-23,Pittsburgh Pirates,Chicago Cubs,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-23,Philadelphia Phillies,Miami Marlins,1,9,AWAY_TEAM,MLB,2015,mlb
2015-04-23,Detroit Tigers,New York Yankees,1,2,AWAY_TEAM,MLB,2015,mlb
2015-04-23,New York Mets,Atlanta Braves,6,3,HOME_TEAM,MLB,2015,mlb
2015-04-23,Milwaukee Brewers,Cincinnati Reds,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-23,Colorado Rockies,San Diego Padres,2,1,HOME_TEAM,MLB,2015,mlb
2015-04-23,San Francisco Giants,Los Angeles Dodgers,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-23,Washington Nationals,St. Louis Cardinals,1,4,AWAY_TEAM,MLB,2015,mlb
2015-04-23,Los Angeles Angels,Oakland Athletics,2,0,HOME_TEAM,MLB,2015,mlb
2015-04-23,Toronto Blue Jays,Baltimore Orioles,7,6,HOME_TEAM,MLB,2015,mlb
2015-04-23,Tampa Bay Rays,Boston Red Sox,2,1,HOME_TEAM,MLB,2015,mlb
2015-04-23,Chicago White Sox,Kansas City Royals,2,3,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Baltimore Orioles,Boston Red Sox,5,7,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Philadelphia Phillies,Atlanta Braves,1,0,HOME_TEAM,MLB,2015,mlb
2015-04-24,New York Yankees,New York Mets,6,1,HOME_TEAM,MLB,2015,mlb
2015-04-24,Detroit Tigers,Cleveland Indians,1,13,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Cincinnati Reds,Chicago Cubs,3,7,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Tampa Bay Rays,Toronto Blue Jays,12,3,HOME_TEAM,MLB,2015,mlb
2015-04-24,Miami Marlins,Washington Nationals,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-24,Chicago White Sox,Kansas City Royals,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-24,Milwaukee Brewers,St. Louis Cardinals,0,3,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Colorado Rockies,San Francisco Giants,6,4,HOME_TEAM,MLB,2015,mlb
2015-04-24,Arizona Diamondbacks,Pittsburgh Pirates,1,4,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Oakland Athletics,Houston Astros,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Los Angeles Angels,Texas Rangers,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-24,San Diego Padres,Los Angeles Dodgers,0,3,AWAY_TEAM,MLB,2015,mlb
2015-04-24,Seattle Mariners,Minnesota Twins,2,0,HOME_TEAM,MLB,2015,mlb
2015-04-25,Detroit Tigers,Cleveland Indians,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-25,Oakland Athletics,Houston Astros,3,9,AWAY_TEAM,MLB,2015,mlb
2015-04-25,New York Yankees,New York Mets,2,8,AWAY_TEAM,MLB,2015,mlb
2015-04-25,Miami Marlins,Washington Nationals,8,0,HOME_TEAM,MLB,2015,mlb
2015-04-25,Tampa Bay Rays,Toronto Blue Jays,4,2,HOME_TEAM,MLB,2015,mlb
2015-04-25,Baltimore Orioles,Boston Red Sox,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-25,Philadelphia Phillies,Atlanta Braves,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-25,Milwaukee Brewers,St. Louis Cardinals,3,5,AWAY_TEAM,MLB,2015,mlb
2015-04-25,Arizona Diamondbacks,Pittsburgh Pirates,1,2,AWAY_TEAM,MLB,2015,mlb
2015-04-25,Colorado Rockies,San Francisco Giants,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-25,San Diego Padres,Los Angeles Dodgers,8,11,AWAY_TEAM,MLB,2015,mlb
2015-04-25,Los Angeles Angels,Texas Rangers,4,1,HOME_TEAM,MLB,2015,mlb
2015-04-25,Seattle Mariners,Minnesota Twins,5,8,AWAY_TEAM,MLB,2015,mlb
2015-04-26,Detroit Tigers,Cleveland Indians,8,6,HOME_TEAM,MLB,2015,mlb
2015-04-26,Cincinnati Reds,Chicago Cubs,2,5,AWAY_TEAM,MLB,2015,mlb
2015-04-26,Tampa Bay Rays,Toronto Blue Jays,5,1,HOME_TEAM,MLB,2015,mlb
2015-04-26,Miami Marlins,Washington Nationals,6,2,HOME_TEAM,MLB,2015,mlb
2015-04-26,Baltimore Orioles,Boston Red Sox,18,7,HOME_TEAM,MLB,2015,mlb
2015-04-26,Philadelphia Phillies,Atlanta Braves,5,4,HOME_TEAM,MLB,2015,mlb
2015-04-24,Chicago White Sox,Kansas City Royals,3,2,HOME_TEAM,MLB,2015,mlb
2015-04-26,Chicago White Sox,Kansas City Royals,5,3,HOME_TEAM,MLB,2015,mlb
2015-04-26,Milwaukee Brewers,St. Louis Cardinals,6,3,HOME_TEAM,MLB,2015,mlb
2015-04-26,Los Angeles Angels,Texas Rangers,4,5,AWAY_TEAM,MLB,2015,mlb
2015-04-26,Oakland Athletics,Houston Astros,6,7,AWAY_TEAM,MLB,2015,mlb
2015-04-26,Arizona Diamondbacks,Pittsburgh Pirates,0,8,AWAY_TEAM,MLB,2015,mlb
2015-04-26,San Diego Padres,Los Angeles Dodgers,3,1,HOME_TEAM,MLB,2015,mlb
2015-04-26,Seattle Mariners,Minnesota Twins,2,4,AWAY_TEAM,MLB,2015,mlb
2015-04-26,New York Yankees,New York Mets,6,4,HOME_TEAM,MLB,2015,mlb
