date,home_team,away_team,home_goals,away_goals,winner,competition,season,source
2021-09-24,Philadelphia Phillies,Pittsburgh Pirates,8,6,HOME_TEAM,MLB,2021,mlb
2021-09-24,Detroit Tigers,Kansas City Royals,1,3,AWAY_TEAM,MLB,2021,mlb
2021-09-24,Cincinnati Reds,Washington Nationals,8,7,HOME_TEAM,MLB,2021,mlb
2021-09-24,Cleveland Indians,Chicago White Sox,0,1,AWAY_TEAM,MLB,2021,mlb
2021-09-24,Tampa Bay Rays,Miami Marlins,8,0,HOME_TEAM,MLB,2021,mlb
2021-09-24,Boston Red Sox,New York Yankees,3,8,AWAY_TEAM,MLB,2021,mlb
2021-09-24,Colorado Rockies,San Francisco Giants,2,7,AWAY_TEAM,MLB,2021,mlb
2021-09-24,Minnesota Twins,Toronto Blue Jays,3,1,HOME_TEAM,MLB,2021,mlb
2021-07-21,Atlanta Braves,San Diego Padres,5,6,AWAY_TEAM,MLB,2021,mlb
2021-09-24,Milwaukee Brewers,New York Mets,5,1,HOME_TEAM,MLB,2021,mlb
2021-09-24,Los Angeles Angels,Seattle Mariners,5,6,AWAY_TEAM,MLB,2021,mlb
2021-09-24,Arizona Diamondbacks,Los Angeles Dodgers,2,4,AWAY_TEAM,MLB,2021,mlb
2021-09-24,Oakland Athletics,Houston Astros,14,2,HOME_TEAM,MLB,2021,mlb
2021-09-24,San Diego Padres,Atlanta Braves,0,4,AWAY_TEAM,MLB,2021,mlb
2021-09-25,Chicago Cubs,St. Louis Cardinals,5,8,AWAY_TEAM,MLB,2021,mlb
2021-09-25,Philadelphia Phillies,Pittsburgh Pirates,3,0,HOME_TEAM,MLB,2021,mlb
2021-09-25,Oakland Athletics,Houston Astros,2,1,HOME_TEAM,MLB,2021,mlb
2021-09-25,Boston Red Sox,New York Yankees,3,5,AWAY_TEAM,MLB,2021,mlb
2021-09-25,Detroit Tigers,Kansas City Royals,5,1,HOME_TEAM,MLB,2021,mlb
2021-09-25,Tampa Bay Rays,Miami Marlins,7,3,HOME_TEAM,MLB,2021,mlb
2021-09-25,Baltimore Orioles,Texas Rangers,3,2,HOME_TEAM,MLB,2021,mlb
2021-09-25,Cincinnati Reds,Washington Nationals,7,6,HOME_TEAM,MLB,2021,mlb
2021-09-25,Minnesota Twins,Toronto Blue Jays,1,6,AWAY_TEAM,MLB,2021,mlb
2021-09-25,Milwaukee Brewers,New York Mets,2,1,HOME_TEAM,MLB,2021,mlb
2021-09-25,San Diego Padres,Atlanta Braves,8,10,AWAY_TEAM,MLB,2021,mlb
2021-09-25,Cleveland Indians,Chicago White Sox,6,0,HOME_TEAM,MLB,2021,mlb
2021-09-25,Arizona Diamondbacks,Los Angeles Dodgers,7,2,HOME_TEAM,MLB,2021,mlb
2021-09-25,Colorado Rockies,San Francisco Giants,2,7,AWAY_TEAM,MLB,2021,mlb
2021-09-25,Los Angeles Angels,Seattle Mariners,14,1,HOME_TEAM,MLB,2021,mlb
2021-09-26,Detroit Tigers,Kansas City Royals,1,2,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Baltimore Orioles,Texas Rangers,4,7,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Philadelphia Phillies,Pittsburgh Pirates,0,6,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Cincinnati Reds,Washington Nationals,9,2,HOME_TEAM,MLB,2021,mlb
2021-09-26,Cleveland Indians,Chicago White Sox,2,5,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Tampa Bay Rays,Miami Marlins,3,2,HOME_TEAM,MLB,2021,mlb
2021-09-26,Minnesota Twins,Toronto Blue Jays,2,5,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Milwaukee Brewers,New York Mets,8,4,HOME_TEAM,MLB,2021,mlb
2021-09-26,Chicago Cubs,St. Louis Cardinals,2,4,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Colorado Rockies,San Francisco Giants,2,6,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Oakland Athletics,Houston Astros,4,3,HOME_TEAM,MLB,2021,mlb
2021-09-26,Los Angeles Angels,Seattle Mariners,1,5,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Arizona Diamondbacks,Los Angeles Dodgers,0,3,AWAY_TEAM,MLB,2021,mlb
2021-09-26,San Diego Padres,Atlanta Braves,3,4,AWAY_TEAM,MLB,2021,mlb
2021-09-26,Boston Red Sox,New York Yankees,3,6,AWAY_TEAM,MLB,2021,mlb
2021-09-27,Cleveland Indians,Kansas City Royals,8,3,HOME_TEAM,MLB,2021,mlb
2021-09-27,Cincinnati Reds,Pittsburgh Pirates,13,1,HOME_TEAM,MLB,2021,mlb
2021-09-27,Detroit Tigers,Chicago White Sox,7,8,AWAY_TEAM,MLB,2021,mlb
2021-09-27,Colorado Rockies,Washington Nationals,4,5,AWAY_TEAM,MLB,2021,mlb
2021-09-27,Seattle Mariners,Oakland Athletics,13,4,HOME_TEAM,MLB,2021,mlb
2021-09-28,New York Mets,Miami Marlins,5,2,HOME_TEAM,MLB,2021,mlb
2021-09-28,New York Mets,Miami Marlins,2,1,HOME_TEAM,MLB,2021,mlb
2021-09-28,Pittsburgh Pirates,Chicago Cubs,8,6,HOME_TEAM,MLB,2021,mlb
2021-09-28,Baltimore Orioles,Boston Red Sox,4,2,HOME_TEAM,MLB,2021,mlb
2021-09-28,Toronto Blue Jays,New York Yankees,2,7,AWAY_TEAM,MLB,2021,mlb
2021-09-28,Atlanta Braves,Philadelphia Phillies,2,1,HOME_TEAM,MLB,2021,mlb
2021-09-28,Minnesota Twins,Detroit Tigers,3,2,HOME_TEAM,MLB,2021,mlb
2021-09-28,St. Louis Cardinals,Milwaukee Brewers,6,2,HOME_TEAM,MLB,2021,mlb
2021-09-28,Texas Rangers,Los Angeles Angels,5,2,HOME_TEAM,MLB,2021,mlb
2021-09-28,Kansas City Royals,Cleveland Indians,6,4,HOME_TEAM,MLB,2021,mlb
2021-09-28,Houston Astros,Tampa Bay Rays,4,3,HOME_TEAM,MLB,2021,mlb
2021-09-28,Chicago White Sox,Cincinnati Reds,7,1,HOME_TEAM,MLB,2021,mlb
2021-09-28,Colorado Rockies,Washington Nationals,3,1,HOME_TEAM,MLB,2021,mlb
2021-09-28,San Francisco Giants,Arizona Diamondbacks,6,4,HOME_TEAM,MLB,2021,mlb
2021-09-28,Los Angeles Dodgers,San Diego Padres,2,1,HOME_TEAM,MLB,2021,mlb
2021-09-28,Seattle Mariners,Oakland Athletics,4,2,HOME_TEAM,MLB,2021,mlb
2021-09-29,Colorado Rockies,Washington Nationals,10,5,HOME_TEAM,MLB,2021,mlb
2021-09-29,Pittsburgh Pirates,Chicago Cubs,2,3,AWAY_TEAM,MLB,2021,mlb
2021-09-29,Baltimore Orioles,Boston Red Sox,0,6,AWAY_TEAM,MLB,2021,mlb
2021-09-29,Toronto Blue Jays,New York Yankees,6,5,HOME_TEAM,MLB,2021,mlb
2021-09-29,New York Mets,Miami Marlins,2,3,AWAY_TEAM,MLB,2021,mlb
2021-09-29,Atlanta Braves,Philadelphia Phillies,7,2,HOME_TEAM,MLB,2021,mlb
2021-09-29,Minnesota Twins,Detroit Tigers,5,2,HOME_TEAM,MLB,2021,mlb
2021-09-29,St. Louis Cardinals,Milwaukee Brewers,0,4,AWAY_TEAM,MLB,2021,mlb
2021-09-29,Texas Rangers,Los Angeles Angels,2,7,AWAY_TEAM,MLB,2021,mlb
2021-09-29,Kansas City Royals,Cleveland Indians,10,5,HOME_TEAM,MLB,2021,mlb
2021-09-29,Houston Astros,Tampa Bay Rays,0,7,AWAY_TEAM,MLB,2021,mlb
2021-09-29,Chicago White Sox,Cincinnati Reds,6,1,HOME_TEAM,MLB,2021,mlb
2021-09-29,San Francisco Giants,Arizona Diamondbacks,1,0,HOME_TEAM,MLB,2021,mlb
2021-09-29,Los Angeles Dodgers,San Diego Padres,11,9,HOME_TEAM,MLB,2021,mlb
2021-09-29,Seattle Mariners,Oakland Athletics,4,2,HOME_TEAM,MLB,2021,mlb
2021-09-30,St. Louis Cardinals,Milwaukee Brewers,4,3,HOME_TEAM,MLB,2021,mlb
2021-09-30,Texas Rangers,Los Angeles Angels,7,6,HOME_TEAM,MLB,2021,mlb
2021-09-30,Pittsburgh Pirates,Chicago Cubs,0,9,AWAY_TEAM,MLB,2021,mlb
2021-09-30,Baltimore Orioles,Boston Red Sox,6,2,HOME_TEAM,MLB,2021,mlb
2021-09-30,Toronto Blue Jays,New York Yankees,2,6,AWAY_TEAM,MLB,2021,mlb
2021-09-30,Houston Astros,Tampa Bay Rays,3,2,HOME_TEAM,MLB,2021,mlb
2021-09-30,New York Mets,Miami Marlins,12,3,HOME_TEAM,MLB,2021,mlb
2021-09-30,Atlanta Braves,Philadelphia Phillies,5,3,HOME_TEAM,MLB,2021,mlb
2021-09-30,Minnesota Twins,Detroit Tigers,7,10,AWAY_TEAM,MLB,2021,mlb
2021-09-30,Kansas City Royals,Cleveland Indians,1,6,AWAY_TEAM,MLB,2021,mlb
2021-09-30,San Francisco Giants,Arizona Diamondbacks,5,4,HOME_TEAM,MLB,2021,mlb
2021-09-30,Los Angeles Dodgers,San Diego Padres,8,3,HOME_TEAM,MLB,2021,mlb
2021-10-01,Pittsburgh Pirates,Cincinnati Reds,9,2,HOME_TEAM,MLB,2021,mlb
2021-10-01,Washington Nationals,Boston Red Sox,2,4,AWAY_TEAM,MLB,2021,mlb
2021-10-01,New York Yankees,Tampa Bay Rays,3,4,AWAY_TEAM,MLB,2021,mlb
2021-10-01,Toronto Blue Jays,Baltimore Orioles,6,4,HOME_TEAM,MLB,2021,mlb
2021-10-01,Miami Marlins,Philadelphia Phillies,0,5,AWAY_TEAM,MLB,2021,mlb
2021-10-01,Atlanta Braves,New York Mets,3,4,AWAY_TEAM,MLB,2021,mlb
2021-10-01,Texas Rangers,Cleveland Indians,6,9,AWAY_TEAM,MLB,2021,mlb
2021-10-01,Houston Astros,Oakland Athletics,6,8,AWAY_TEAM,MLB,2021,mlb
2021-10-01,Kansas City Royals,Minnesota Twins,11,6,HOME_TEAM,MLB,2021,mlb
2021-10-01,Chicago White Sox,Detroit Tigers,8,1,HOME_TEAM,MLB,2021,mlb
2021-10-01,St. Louis Cardinals,Chicago Cubs,4,3,HOME_TEAM,MLB,2021,mlb
2021-10-01,Arizona Diamondbacks,Colorado Rockies,7,9,AWAY_TEAM,MLB,2021,mlb
2021-10-01,San Francisco Giants,San Diego Padres,3,0,HOME_TEAM,MLB,2021,mlb
2021-10-01,Seattle Mariners,Los Angeles Angels,1,2,AWAY_TEAM,MLB,2021,mlb
2021-10-01,Los Angeles Dodgers,Milwaukee Brewers,8,6,HOME_TEAM,MLB,2021,mlb
2021-10-02,New York Yankees,Tampa Bay Rays,2,12,AWAY_TEAM,MLB,2021,mlb
2021-10-02,Toronto Blue Jays,Baltimore Orioles,10,1,HOME_TEAM,MLB,2021,mlb
2021-10-02,Washington Nationals,Boston Red Sox,3,5,AWAY_TEAM,MLB,2021,mlb
2021-10-02,San Francisco Giants,San Diego Padres,2,3,AWAY_TEAM,MLB,2021,mlb
2021-10-02,Miami Marlins,Philadelphia Phillies,3,1,HOME_TEAM,MLB,2021,mlb
2021-10-02,Pittsburgh Pirates,Cincinnati Reds,8,6,HOME_TEAM,MLB,2021,mlb
2021-10-02,Texas Rangers,Cleveland Indians,7,2,HOME_TEAM,MLB,2021,mlb
2021-10-02,Houston Astros,Oakland Athletics,10,4,HOME_TEAM,MLB,2021,mlb
2021-10-02,Kansas City Royals,Minnesota Twins,0,4,AWAY_TEAM,MLB,2021,mlb
2021-10-02,Chicago White Sox,Detroit Tigers,5,4,HOME_TEAM,MLB,2021,mlb
2021-10-02,St. Louis Cardinals,Chicago Cubs,5,6,AWAY_TEAM,MLB,2021,mlb
2021-10-02,Atlanta Braves,New York Mets,6,5,HOME_TEAM,MLB,2021,mlb
2021-10-02,Arizona Diamondbacks,Colorado Rockies,11,2,HOME_TEAM,MLB,2021,mlb
2021-10-02,Seattle Mariners,Los Angeles Angels,6,4,HOME_TEAM,MLB,2021,mlb
2021-10-02,Los Angeles Dodgers,Milwaukee Brewers,8,3,HOME_TEAM,MLB,2021,mlb
2021-10-03,Washington Nationals,Boston Red Sox,5,7,AWAY_TEAM,MLB,2021,mlb
2021-10-03,Pittsburgh Pirates,Cincinnati Reds,3,6,AWAY_TEAM,MLB,2021,mlb
2021-10-03,San Francisco Giants,San Diego Padres,11,4,HOME_TEAM,MLB,2021,mlb
2021-10-03,Texas Rangers,Cleveland Indians,0,6,AWAY_TEAM,MLB,2021,mlb
2021-10-03,New York Yankees,Tampa Bay Rays,1,0,HOME_TEAM,MLB,2021,mlb
2021-10-03,Toronto Blue Jays,Baltimore Orioles,12,4,HOME_TEAM,MLB,2021,mlb
2021-10-03,Arizona Diamondbacks,Colorado Rockies,5,4,HOME_TEAM,MLB,2021,mlb
2021-10-03,Houston Astros,Oakland Athletics,7,6,HOME_TEAM,MLB,2021,mlb
2021-10-03,Seattle Mariners,Los Angeles Angels,3,7,AWAY_TEAM,MLB,2021,mlb
2021-10-03,Kansas City Royals,Minnesota Twins,3,7,AWAY_TEAM,MLB,2021,mlb
2021-10-03,Chicago White Sox,Detroit Tigers,2,5,AWAY_TEAM,MLB,2021,mlb
2021-10-03,Miami Marlins,Philadelphia Phillies,5,4,HOME_TEAM,MLB,2021,mlb
2021-10-03,Los Angeles Dodgers,Milwaukee Brewers,10,3,HOME_TEAM,MLB,2021,mlb
2021-10-03,St. Louis Cardinals,Chicago Cubs,2,3,AWAY_TEAM,MLB,2021,mlb
2021-10-03,Atlanta Braves,New York Mets,5,0,HOME_TEAM,MLB,2021,mlb
2022-04-07,Chicago Cubs,Milwaukee Brewers,5,4,HOME_TEAM,MLB,2022,mlb
2022-04-07,Kansas City Royals,Cleveland Guardians,3,1,HOME_TEAM,MLB,2022,mlb
2022-04-07,St. Louis Cardinals,Pittsburgh Pirates,9,0,HOME_TEAM,MLB,2022,mlb
2022-04-07,Washington Nationals,New York Mets,1,5,AWAY_TEAM,MLB,2022,mlb
2022-04-07,Atlanta Braves,Cincinnati Reds,3,6,AWAY_TEAM,MLB,2022,mlb
2022-04-07,Los Angeles Angels,Houston Astros,1,3,AWAY_TEAM,MLB,2022,mlb
2022-04-07,Arizona Diamondbacks,San Diego Padres,4,2,HOME_TEAM,MLB,2022,mlb
2022-04-08,New York Yankees,Boston Red Sox,6,5,HOME_TEAM,MLB,2022,mlb
2022-04-08,Detroit Tigers,Chicago White Sox,5,4,HOME_TEAM,MLB,2022,mlb
2022-04-08,Philadelphia Phillies,Oakland Athletics,9,5,HOME_TEAM,MLB,2022,mlb
2022-04-08,Tampa Bay Rays,Baltimore Orioles,2,1,HOME_TEAM,MLB,2022,mlb
2022-04-08,Colorado Rockies,Los Angeles Dodgers,3,5,AWAY_TEAM,MLB,2022,mlb
2022-04-08,Minnesota Twins,Seattle Mariners,1,2,AWAY_TEAM,MLB,2022,mlb
2022-04-08,San Francisco Giants,Miami Marlins,6,5,HOME_TEAM,MLB,2022,mlb
2022-04-08,Washington Nationals,New York Mets,3,7,AWAY_TEAM,MLB,2022,mlb
2022-04-08,Toronto Blue Jays,Texas Rangers,10,8,HOME_TEAM,MLB,2022,mlb
2022-04-08,Atlanta Braves,Cincinnati Reds,7,6,HOME_TEAM,MLB,2022,mlb
2022-04-08,Los Angeles Angels,Houston Astros,6,13,AWAY_TEAM,MLB,2022,mlb
2022-04-08,Arizona Diamondbacks,San Diego Padres,0,3,AWAY_TEAM,MLB,2022,mlb
2022-04-09,Tampa Bay Rays,Baltimore Orioles,5,3,HOME_TEAM,MLB,2022,mlb
2022-04-09,Detroit Tigers,Chicago White Sox,2,5,AWAY_TEAM,MLB,2022,mlb
2022-04-09,Minnesota Twins,Seattle Mariners,3,4,AWAY_TEAM,MLB,2022,mlb
2022-04-09,St. Louis Cardinals,Pittsburgh Pirates,6,2,HOME_TEAM,MLB,2022,mlb
2022-04-09,Chicago Cubs,Milwaukee Brewers,9,0,HOME_TEAM,MLB,2022,mlb
2022-04-09,Toronto Blue Jays,Texas Rangers,4,3,HOME_TEAM,MLB,2022,mlb
2022-04-09,Philadelphia Phillies,Oakland Athletics,4,2,HOME_TEAM,MLB,2022,mlb
2022-04-09,San Francisco Giants,Miami Marlins,1,2,AWAY_TEAM,MLB,2022,mlb
2022-04-09,New York Yankees,Boston Red Sox,4,2,HOME_TEAM,MLB,2022,mlb
2022-04-09,Kansas City Royals,Cleveland Guardians,1,0,HOME_TEAM,MLB,2022,mlb
2022-04-09,Washington Nationals,New York Mets,0,5,AWAY_TEAM,MLB,2022,mlb
2022-04-09,Atlanta Braves,Cincinnati Reds,2,1,HOME_TEAM,MLB,2022,mlb
2022-04-09,Colorado Rockies,Los Angeles Dodgers,3,2,HOME_TEAM,MLB,2022,mlb
2022-04-09,Arizona Diamondbacks,San Diego Padres,2,5,AWAY_TEAM,MLB,2022,mlb
2022-04-09,Los Angeles Angels,Houston Astros,2,0,HOME_TEAM,MLB,2022,mlb
2022-04-10,Philadelphia Phillies,Oakland Athletics,1,4,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Tampa Bay Rays,Baltimore Orioles,8,0,HOME_TEAM,MLB,2022,mlb
2022-04-10,Detroit Tigers,Chicago White Sox,1,10,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Washington Nationals,New York Mets,4,2,HOME_TEAM,MLB,2022,mlb
2022-04-10,Atlanta Braves,Cincinnati Reds,3,6,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Toronto Blue Jays,Texas Rangers,6,12,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Kansas City Royals,Cleveland Guardians,3,17,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Minnesota Twins,Seattle Mariners,10,4,HOME_TEAM,MLB,2022,mlb
2022-04-10,St. Louis Cardinals,Pittsburgh Pirates,4,9,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Chicago Cubs,Milwaukee Brewers,4,5,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Colorado Rockies,Los Angeles Dodgers,9,4,HOME_TEAM,MLB,2022,mlb
2022-04-10,San Francisco Giants,Miami Marlins,3,2,HOME_TEAM,MLB,2022,mlb
2022-04-10,Los Angeles Angels,Houston Astros,1,4,AWAY_TEAM,MLB,2022,mlb
2022-04-10,Arizona Diamondbacks,San Diego Padres,5,10,AWAY_TEAM,MLB,2022,mlb
2022-04-10,New York Yankees,Boston Red Sox,3,4,AWAY_TEAM,MLB,2022,mlb
2022-04-11,Kansas City Royals,Cleveland Guardians,7,10,AWAY_TEAM,MLB,2022,mlb
2022-04-11,Baltimore Orioles,Milwaukee Brewers,2,0,HOME_TEAM,MLB,2022,mlb
2022-04-11,Texas Rangers,Colorado Rockies,4,6,AWAY_TEAM,MLB,2022,mlb
2022-04-11,Detroit Tigers,Boston Red Sox,3,1,HOME_TEAM,MLB,2022,mlb
2022-04-11,Tampa Bay Rays,Oakland Athletics,2,13,AWAY_TEAM,MLB,2022,mlb
2022-04-11,Philadelphia Phillies,New York Mets,5,4,HOME_TEAM,MLB,2022,mlb
2022-04-11,New York Yankees,Toronto Blue Jays,0,3,AWAY_TEAM,MLB,2022,mlb
2022-04-11,Atlanta Braves,Washington Nationals,2,11,AWAY_TEAM,MLB,2022,mlb
2022-04-11,Minnesota Twins,Seattle Mariners,4,0,HOME_TEAM,MLB,2022,mlb
2022-04-11,Los Angeles Angels,Miami Marlins,6,2,HOME_TEAM,MLB,2022,mlb
2022-04-11,San Francisco Giants,San Diego Padres,2,4,AWAY_TEAM,MLB,2022,mlb
2022-04-12,Detroit Tigers,Boston Red Sox,3,5,AWAY_TEAM,MLB,2022,mlb
2022-04-12,Cincinnati Reds,Cleveland Guardians,5,10,AWAY_TEAM,MLB,2022,mlb
2022-04-12,Chicago White Sox,Seattle Mariners,3,2,HOME_TEAM,MLB,2022,mlb
2022-04-12,Pittsburgh Pirates,Chicago Cubs,1,2,AWAY_TEAM,MLB,2022,mlb
2022-04-12,Tampa Bay Rays,Oakland Athletics,9,8,HOME_TEAM,MLB,2022,mlb
2022-04-12,Philadelphia Phillies,New York Mets,0,2,AWAY_TEAM,MLB,2022,mlb
2022-04-12,New York Yankees,Toronto Blue Jays,4,0,HOME_TEAM,MLB,2022,mlb
2022-04-12,Baltimore Orioles,Milwaukee Brewers,4,5,AWAY_TEAM,MLB,2022,mlb
2022-04-12,Los Angeles Angels,Miami Marlins,4,3,HOME_TEAM,MLB,2022,mlb
2022-04-12,Atlanta Braves,Washington Nationals,16,4,HOME_TEAM,MLB,2022,mlb
2022-04-12,Minnesota Twins,Los Angeles Dodgers,2,7,AWAY_TEAM,MLB,2022,mlb
2022-04-12,St. Louis Cardinals,Kansas City Royals,6,5,HOME_TEAM,MLB,2022,mlb
2022-04-12,Texas Rangers,Colorado Rockies,1,4,AWAY_TEAM,MLB,2022,mlb
2022-04-12,Arizona Diamondbacks,Houston Astros,1,2,AWAY_TEAM,MLB,2022,mlb
2022-04-12,San Francisco Giants,San Diego Padres,13,2,HOME_TEAM,MLB,2022,mlb
2022-04-13,Atlanta Braves,Washington Nationals,1,3,AWAY_TEAM,MLB,2022,mlb
2022-04-13,Cincinnati Reds,Cleveland Guardians,3,7,AWAY_TEAM,MLB,2022,mlb
2022-04-13,Pittsburgh Pirates,Chicago Cubs,6,2,HOME_TEAM,MLB,2022,mlb
2022-04-13,Philadelphia Phillies,New York Mets,6,9,AWAY_TEAM,MLB,2022,mlb
2022-04-13,Detroit Tigers,Boston Red Sox,7,9,AWAY_TEAM,MLB,2022,mlb
2022-04-13,Minnesota Twins,Los Angeles Dodgers,0,7,AWAY_TEAM,MLB,2022,mlb
2022-04-13,Arizona Diamondbacks,Houston Astros,3,2,HOME_TEAM,MLB,2022,mlb
2022-04-13,San Francisco Giants,San Diego Padres,2,1,HOME_TEAM,MLB,2022,mlb
2022-04-13,Tampa Bay Rays,Oakland Athletics,2,4,AWAY_TEAM,MLB,2022,mlb
2022-04-13,New York Yankees,Toronto Blue Jays,4,6,AWAY_TEAM,MLB,2022,mlb
2022-04-13,Baltimore Orioles,Milwaukee Brewers,2,4,AWAY_TEAM,MLB,2022,mlb
2022-04-13,Chicago White Sox,Seattle Mariners,6,4,HOME_TEAM,MLB,2022,mlb
2022-04-14,Tampa Bay Rays,Oakland Athletics,3,6,AWAY_TEAM,MLB,2022,mlb
2022-04-14,Chicago White Sox,Seattle Mariners,1,5,AWAY_TEAM,MLB,2022,mlb
2022-04-14,Milwaukee Brewers,St. Louis Cardinals,5,1,HOME_TEAM,MLB,2022,mlb
2022-04-14,Pittsburgh Pirates,Washington Nationals,9,4,HOME_TEAM,MLB,2022,mlb
2022-04-14,Miami Marlins,Philadelphia Phillies,4,3,HOME_TEAM,MLB,2022,mlb
2022-04-14,New York Yankees,Toronto Blue Jays,3,0,HOME_TEAM,MLB,2022,mlb
2022-04-14,Texas Rangers,Los Angeles Angels,10,5,HOME_TEAM,MLB,2022,mlb
2022-04-14,Kansas City Royals,Detroit Tigers,2,4,AWAY_TEAM,MLB,2022,mlb
2022-04-14,San Diego Padres,Atlanta Braves,12,1,HOME_TEAM,MLB,2022,mlb
2022-04-14,Colorado Rockies,Chicago Cubs,2,5,AWAY_TEAM,MLB,2022,mlb
2022-04-14,Los Angeles Dodgers,Cincinnati Reds,9,3,HOME_TEAM,MLB,2022,mlb
2022-04-15,New York Mets,Arizona Diamondbacks,10,3,HOME_TEAM,MLB,2022,mlb
2022-04-15,Boston Red Sox,Minnesota Twins,4,8,AWAY_TEAM,MLB,2022,mlb
2022-04-15,Pittsburgh Pirates,Washington Nationals,2,7,AWAY_TEAM,MLB,2022,mlb
2022-04-15,Miami Marlins,Philadelphia Phillies,7,1,HOME_TEAM,MLB,2022,mlb
2022-04-15,Baltimore Orioles,New York Yankees,2,1,HOME_TEAM,MLB,2022,mlb
2022-04-15,Toronto Blue Jays,Oakland Athletics,4,1,HOME_TEAM,MLB,2022,mlb
2022-04-15,Cleveland Guardians,San Francisco Giants,1,4,AWAY_TEAM,MLB,2022,mlb
2022-04-15,Chicago White Sox,Tampa Bay Rays,3,2,HOME_TEAM,MLB,2022,mlb
2022-04-15,Texas Rangers,Los Angeles Angels,6,9,AWAY_TEAM,MLB,2022,mlb
2022-04-15,Kansas City Royals,Detroit Tigers,1,2,AWAY_TEAM,MLB,2022,mlb
2022-04-15,Milwaukee Brewers,St. Louis Cardinals,1,10,AWAY_TEAM,MLB,2022,mlb
2022-04-15,Colorado Rockies,Chicago Cubs,6,5,HOME_TEAM,MLB,2022,mlb
2022-04-15,San Diego Padres,Atlanta Braves,2,5,AWAY_TEAM,MLB,2022,mlb
2022-04-15,Seattle Mariners,Houston Astros,11,1,HOME_TEAM,MLB,2022,mlb
2022-04-15,Los Angeles Dodgers,Cincinnati Reds,3,1,HOME_TEAM,MLB,2022,mlb
2022-04-16,New York Mets,Arizona Diamondbacks,2,3,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Chicago White Sox,Tampa Bay Rays,3,2,HOME_TEAM,MLB,2022,mlb
2022-04-16,Toronto Blue Jays,Oakland Athletics,5,7,AWAY_TEAM,MLB,2022,mlb
2022-04-16,San Diego Padres,Atlanta Braves,2,5,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Kansas City Royals,Detroit Tigers,3,1,HOME_TEAM,MLB,2022,mlb
2022-04-16,Boston Red Sox,Minnesota Twins,4,0,HOME_TEAM,MLB,2022,mlb
2022-04-16,Cleveland Guardians,San Francisco Giants,2,4,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Miami Marlins,Philadelphia Phillies,3,10,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Pittsburgh Pirates,Washington Nationals,6,4,HOME_TEAM,MLB,2022,mlb
2022-04-16,Texas Rangers,Los Angeles Angels,2,7,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Baltimore Orioles,New York Yankees,2,5,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Milwaukee Brewers,St. Louis Cardinals,1,2,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Colorado Rockies,Chicago Cubs,9,6,HOME_TEAM,MLB,2022,mlb
2022-04-16,Seattle Mariners,Houston Astros,0,4,AWAY_TEAM,MLB,2022,mlb
2022-04-16,Los Angeles Dodgers,Cincinnati Reds,5,2,HOME_TEAM,MLB,2022,mlb
2022-04-17,Baltimore Orioles,New York Yankees,5,0,HOME_TEAM,MLB,2022,mlb
2022-04-17,Pittsburgh Pirates,Washington Nationals,5,3,HOME_TEAM,MLB,2022,mlb
2022-04-17,Boston Red Sox,Minnesota Twins,8,1,HOME_TEAM,MLB,2022,mlb
2022-04-17,Toronto Blue Jays,Oakland Athletics,4,3,HOME_TEAM,MLB,2022,mlb
2022-04-17,New York Mets,Arizona Diamondbacks,5,0,HOME_TEAM,MLB,2022,mlb
2022-04-17,Cleveland Guardians,San Francisco Giants,1,8,AWAY_TEAM,MLB,2022,mlb
2022-04-17,Miami Marlins,Philadelphia Phillies,11,3,HOME_TEAM,MLB,2022,mlb
2022-04-17,Chicago White Sox,Tampa Bay Rays,3,9,AWAY_TEAM,MLB,2022,mlb
2022-04-17,Milwaukee Brewers,St. Louis Cardinals,6,5,HOME_TEAM,MLB,2022,mlb
2022-04-17,Texas Rangers,Los Angeles Angels,3,8,AWAY_TEAM,MLB,2022,mlb
2022-04-17,Colorado Rockies,Chicago Cubs,4,6,AWAY_TEAM,MLB,2022,mlb
2022-04-17,Los Angeles Dodgers,Cincinnati Reds,9,1,HOME_TEAM,MLB,2022,mlb
2022-04-17,Seattle Mariners,Houston Astros,7,2,HOME_TEAM,MLB,2022,mlb
