home_win_rate,home_form_points,home_avg_goals_scored,home_avg_goals_conceded,home_draw_rate,away_win_rate,away_form_points,away_avg_goals_scored,away_avg_goals_conceded,away_draw_rate,h2h_home_win_rate,h2h_draw_rate,label
0.52,1.0,4.48,5.32,0.0,0.56,0.5,4.76,3.56,0.0,0.3333,0.0,0
0.56,2.0,4.04,4.6,0.0,0.36,0.5,5.04,5.4,0.0,0.5833,0.0,1
0.6,2.5,4.52,4.56,0.0,0.6,3.0,5.16,3.92,0.0,0.5,0.0,1
0.56,1.5,5.6,4.6,0.0,0.52,2.0,4.28,4.24,0.0,0.6667,0.0,1
0.48,0.5,4.32,5.32,0.0,0.44,1.5,4.24,4.12,0.0,0.625,0.0,0
0.56,2.0,5.68,5.2,0.0,0.56,2.0,4.84,4.2,0.0,0.8333,0.0,1
0.44,2.5,3.52,4.84,0.0,0.4,1.5,4.68,5.4,0.0,0.5,0.0,0
0.48,1.0,4.72,5.72,0.0,0.32,1.0,3.68,4.52,0.0,0.45,0.0,1
0.64,1.0,4.96,3.96,0.0,0.32,1.0,5.08,4.84,0.0,0.6667,0.0,0
0.48,1.0,4.08,4.24,0.0,0.52,2.0,4.76,5.4,0.0,0.1429,0.0,1
0.48,2.0,5.12,5.64,0.0,0.6,1.5,5.04,4.2,0.0,0.625,0.0,0
0.56,1.5,4.12,4.64,0.0,0.36,1.0,5.0,5.4,0.0,0.5833,0.0,0
0.6,1.0,5.04,5.04,0.0,0.48,2.0,4.64,5.04,0.0,0.2857,0.0,1
0.6,2.5,4.52,4.2,0.0,0.28,0.5,3.56,4.84,0.0,0.7143,0.0,0
0.6,2.0,4.6,4.52,0.0,0.64,3.0,5.12,3.68,0.0,0.4286,0.0,1
0.52,0.5,4.88,5.36,0.0,0.48,1.5,4.68,5.44,0.0,0.5556,0.0,1
0.52,1.5,4.44,5.36,0.0,0.52,0.5,4.48,3.68,0.0,0.4286,0.0,0
0.48,1.0,4.64,5.36,0.0,0.4,1.5,4.0,4.64,0.0,0.6667,0.0,0
0.52,1.5,5.12,5.32,0.0,0.56,2.0,4.72,4.04,0.0,0.7143,0.0,1
0.48,2.5,3.64,4.64,0.0,0.36,1.5,4.4,5.44,0.0,0.5,0.0,1
0.44,1.0,4.84,5.96,0.0,0.36,1.5,3.92,4.64,0.0,0.0,0.0,1
0.52,1.0,5.48,4.72,0.0,0.56,2.0,4.52,4.08,0.0,0.5714,0.0,0
0.68,1.0,5.08,3.92,0.0,0.32,0.5,5.2,4.84,0.0,0.6667,0.0,1
0.56,2.0,5.2,4.56,0.0,0.52,1.0,4.2,5.0,0.0,0.7143,0.0,1
0.6,1.5,4.28,4.36,0.0,0.36,0.5,5.08,5.44,0.0,0.6667,0.0,0
0.48,2.0,5.0,5.64,0.0,0.56,1.5,5.04,4.36,0.0,0.6667,0.0,0
0.48,1.0,4.08,4.32,0.0,0.52,2.5,4.72,5.36,0.0,0.125,0.0,0
0.56,0.5,4.88,4.96,0.0,0.52,2.5,4.56,4.68,0.0,0.25,0.0,0
0.64,2.5,4.64,4.12,0.0,0.24,0.5,3.36,4.88,0.0,0.75,0.0,1
0.52,0.5,4.76,5.24,0.0,0.48,2.0,4.44,5.2,0.0,0.5,0.0,1
0.56,2.0,4.68,5.44,0.0,0.48,0.5,4.32,3.96,0.0,0.5,0.0,0
0.56,1.5,5.28,4.6,0.0,0.56,1.5,4.24,4.76,0.0,0.625,0.0,0
0.4,1.0,4.68,6.16,0.0,0.4,1.5,4.32,4.56,0.0,0.0,0.0,1
0.6,1.5,4.56,4.32,0.0,0.64,3.0,5.16,3.64,0.0,0.375,0.0,1
0.52,1.5,5.68,4.56,0.0,0.52,1.5,4.48,4.48,0.0,0.625,0.0,0
0.52,1.5,4.8,5.24,0.0,0.36,1.0,3.8,4.92,0.0,0.7,0.0,1
0.48,1.5,5.24,5.72,0.0,0.6,2.0,5.08,4.08,0.0,0.625,0.0,1
0.64,1.0,4.92,4.0,0.0,0.36,1.0,5.2,4.68,0.0,0.5833,0.0,1
0.44,2.0,3.4,4.68,0.0,0.36,2.0,4.32,5.24,0.0,0.5,0.0,0
0.4,0.5,3.84,4.64,0.0,0.52,1.0,5.12,4.64,0.0,0.45,0.0,1
0.52,2.0,5.16,5.28,0.0,0.48,2.0,4.64,5.44,0.0,0.5714,0.0,1
0.6,1.5,6.04,5.24,0.0,0.4,2.0,3.08,5.12,0.0,0.5833,0.0,0
0.56,0.5,4.68,4.76,0.0,0.28,1.5,3.52,5.28,0.0,0.5,0.0,1
0.4,1.0,5.0,6.84,0.0,0.4,1.5,5.12,4.32,0.0,0.2857,0.0,0
0.6,2.0,5.24,4.4,0.0,0.48,2.5,4.28,5.2,0.0,0.6667,0.0,1
0.56,2.0,4.76,5.4,0.0,0.44,2.0,4.64,4.4,0.0,0.3333,0.0,1
0.6,1.5,4.64,4.32,0.0,0.28,1.0,3.44,4.72,0.0,0.5833,0.0,0
0.6,1.0,4.76,4.04,0.0,0.52,1.0,4.52,4.4,0.0,0.4167,0.0,1
0.48,1.5,4.84,5.76,0.0,0.32,1.5,4.16,5.2,0.0,0.3333,0.0,1
0.44,2.0,3.52,4.8,0.0,0.56,2.0,4.96,4.2,0.0,0.5,0.0,0
0.4,1.0,4.64,6.36,0.0,0.48,2.0,4.48,4.76,0.0,0.4286,0.0,0
0.48,1.0,5.24,5.88,0.0,0.64,2.5,5.48,3.84,0.0,0.5556,0.0,1
0.36,0.5,3.84,4.8,0.0,0.56,1.0,5.24,4.6,0.0,0.0,0.0,0
0.48,1.0,4.08,4.4,0.0,0.68,2.5,5.56,3.6,0.0,0.45,0.0,1
0.52,2.0,4.88,4.96,0.0,0.52,2.5,4.64,5.32,0.0,0.5,0.0,1
0.6,1.5,6.0,5.2,0.0,0.4,1.5,3.24,5.28,0.0,0.6667,0.0,0
0.56,0.5,4.72,4.88,0.0,0.28,2.0,3.76,5.24,0.0,0.5,0.0,1
0.4,1.0,5.0,6.8,0.0,0.36,1.5,5.08,4.4,0.0,0.375,0.0,1
0.52,0.5,4.88,5.28,0.0,0.64,3.0,5.12,3.72,0.0,0.45,0.0,1
0.44,1.5,4.48,5.84,0.0,0.48,1.5,4.28,4.44,0.0,0.5,0.0,0
0.52,2.0,4.64,5.36,0.0,0.48,2.0,4.8,4.32,0.0,0.2857,0.0,1
0.6,1.5,4.56,4.32,0.0,0.28,1.0,3.64,4.92,0.0,0.5833,0.0,1
0.6,0.5,4.76,3.88,0.0,0.52,1.5,4.32,4.52,0.0,0.4167,0.0,0
0.44,1.0,4.68,5.8,0.0,0.36,2.0,4.36,5.24,0.0,0.2857,0.0,1
0.44,1.0,5.08,6.0,0.0,0.48,0.5,4.32,4.04,0.0,0.2857,0.0,1
0.48,2.5,3.64,4.56,0.0,0.52,1.5,4.8,4.28,0.0,0.5833,0.0,0
0.56,1.5,5.48,4.76,0.0,0.52,2.5,4.56,5.2,0.0,0.6667,0.0,0
0.44,0.5,4.92,5.96,0.0,0.48,0.5,4.6,4.12,0.0,0.25,0.0,0
0.56,0.5,4.56,4.8,0.0,0.32,2.5,4.08,5.2,0.0,0.4167,0.0,0
0.48,0.5,4.68,5.16,0.0,0.68,3.0,4.92,3.36,0.0,0.0,0.0,1
0.44,1.0,4.0,4.44,0.0,0.72,3.0,5.64,3.52,0.0,0.0,0.0,0
0.64,1.0,4.8,3.84,0.0,0.52,1.0,4.36,4.52,0.0,0.4167,0.0,0
0.44,1.0,4.48,5.52,0.0,0.36,2.0,4.32,5.2,0.0,0.25,0.0,0
0.48,2.5,3.6,4.52,0.0,0.48,1.5,4.8,4.4,0.0,0.5833,0.0,0
0.4,1.0,4.96,6.8,0.0,0.4,1.5,5.24,4.4,0.0,0.3333,0.0,0
0.36,1.0,3.6,4.72,0.0,0.52,0.5,5.04,4.68,0.0,0.5,0.0,0
0.48,1.5,4.84,5.08,0.0,0.52,2.5,4.48,5.2,0.0,0.4444,0.0,0
0.64,2.0,6.28,5.24,0.0,0.36,1.0,3.28,5.52,0.0,0.75,0.0,0
0.56,2.0,5.48,4.76,0.0,0.52,2.5,4.64,5.28,0.0,0.6667,0.0,1
0.6,1.0,4.56,4.32,0.0,0.32,1.5,3.8,4.84,0.0,0.5833,0.0,1
0.52,1.5,4.48,5.08,0.0,0.52,2.5,4.84,4.0,0.0,0.25,0.0,1
0.48,1.5,4.96,5.8,0.0,0.48,1.0,4.16,4.56,0.0,0.5556,0.0,0
0.36,1.5,3.48,4.72,0.0,0.36,1.0,3.28,6.04,0.0,0.5833,0.0,1
0.52,2.5,5.24,4.2,0.0,0.36,1.5,4.96,4.52,0.0,0.1667,0.0,1
0.88,3.0,5.48,2.52,0.0,0.56,1.5,5.24,4.64,0.0,0.8333,0.0,1
0.56,1.0,4.52,4.88,0.0,0.32,2.0,4.2,5.32,0.0,0.5,0.0,0
0.52,1.5,5.24,5.72,0.0,0.48,1.0,4.16,4.72,0.0,0.6,0.0,0
0.64,1.5,4.76,3.76,0.0,0.52,1.0,4.2,4.44,0.0,0.4167,0.0,1
0.52,2.5,3.64,4.32,0.0,0.44,1.0,4.72,4.44,0.0,0.5833,0.0,0
0.44,0.5,4.6,5.76,0.0,0.44,0.5,4.56,4.2,0.0,0.3333,0.0,1
0.44,1.5,4.4,5.52,0.0,0.36,1.5,4.32,5.2,0.0,0.3333,0.0,0
0.32,1.0,3.48,4.88,0.0,0.4,1.5,3.36,5.76,0.0,0.5,0.0,1
0.48,2.0,4.8,4.2,0.0,0.4,2.0,4.96,4.16,0.0,0.1429,0.0,1
0.84,2.5,5.32,2.64,0.0,0.6,1.5,5.44,4.64,0.0,0.7143,0.0,1
0.44,1.5,4.0,4.2,0.0,0.52,1.0,4.64,4.08,0.0,0.7143,0.0,1
0.72,1.0,5.52,3.76,0.0,0.68,2.5,5.52,3.72,0.0,0.1667,0.0,0
0.68,2.0,7.0,5.24,0.0,0.6,2.5,5.68,4.0,0.0,0.125,0.0,1
0.6,1.5,4.88,4.64,0.0,0.32,0.0,4.48,5.8,0.0,0.6667,0.0,0
0.56,3.0,4.52,4.44,0.0,0.36,1.5,4.4,4.92,0.0,0.5833,0.0,1
0.44,0.5,4.52,6.0,0.0,0.48,0.5,5.52,5.36,0.0,0.7143,0.0,1
0.52,0.5,5.16,3.52,0.0,0.52,1.0,4.4,4.64,0.0,0.5714,0.0,0
0.64,2.0,5.12,3.96,0.0,0.48,0.5,4.2,4.8,0.0,0.5714,0.0,1
0.48,1.5,4.32,5.36,0.0,0.36,2.0,4.04,5.56,0.0,0.45,0.0,0
0.32,1.5,3.04,4.76,0.0,0.4,0.5,4.56,4.48,0.0,0.25,0.0,0
0.52,2.0,5.48,5.92,0.0,0.8,1.5,8.32,4.12,0.0,0.4286,0.0,1
0.44,1.5,5.12,6.64,0.0,0.32,2.0,4.28,5.72,0.0,0.0833,0.0,1
0.6,2.0,5.12,4.88,0.0,0.28,0.0,4.4,6.04,0.0,0.6667,0.0,0
0.72,1.5,5.48,3.84,0.0,0.64,2.0,5.6,3.96,0.0,0.2857,0.0,1
0.4,0.5,4.36,6.08,0.0,0.52,1.0,5.56,5.12,0.0,0.625,0.0,1
0.4,1.0,3.6,4.12,0.0,0.56,1.5,4.68,3.88,0.0,0.625,0.0,0
0.8,2.0,5.28,3.12,0.0,0.6,1.5,5.52,4.52,0.0,0.625,0.0,0
0.64,2.0,6.84,5.52,0.0,0.6,3.0,6.04,4.08,0.0,0.1111,0.0,0
0.4,1.5,5.04,6.76,0.0,0.32,2.0,4.28,5.72,0.0,0.0833,0.0,0
0.44,1.5,4.48,4.32,0.0,0.4,2.0,4.68,4.12,0.0,0.125,0.0,0
0.6,1.5,4.76,4.08,0.0,0.52,0.5,4.32,4.8,0.0,0.5,0.0,1
0.52,1.5,4.48,5.4,0.0,0.36,1.5,4.04,5.6,0.0,1.0,0.0,0
0.36,2.0,3.24,4.48,0.0,0.4,0.0,4.36,4.2,0.0,0.3333,0.0,1
0.52,2.0,5.64,5.92,0.0,0.8,1.5,8.16,4.32,0.0,0.375,0.0,1
0.56,2.5,4.56,4.64,0.0,0.36,1.5,4.72,5.08,0.0,0.5833,0.0,0
0.32,1.0,3.8,5.12,0.0,0.44,1.5,3.72,5.76,0.0,0.4167,0.0,0
0.56,1.0,5.6,3.44,0.0,0.48,1.0,4.36,5.04,0.0,0.625,0.0,0
0.56,2.5,4.16,4.48,0.0,0.36,1.5,4.64,4.88,0.0,0.6667,0.0,0
0.44,1.5,4.44,4.48,0.0,0.4,1.5,4.68,4.08,0.0,0.2222,0.0,1
0.8,2.0,5.32,3.2,0.0,0.56,1.0,5.24,4.56,0.0,0.6667,0.0,0
0.68,1.5,5.4,3.84,0.0,0.64,2.0,5.52,3.96,0.0,0.25,0.0,1
0.36,1.5,4.0,5.2,0.0,0.4,1.0,3.64,5.76,0.0,0.4167,0.0,1
0.44,1.5,3.76,4.0,0.0,0.56,1.5,4.72,4.04,0.0,0.6667,0.0,0
0.64,2.5,6.72,5.64,0.0,0.56,2.5,5.92,4.2,0.0,0.2,0.0,0
0.6,1.0,4.88,4.0,0.0,0.52,1.0,4.36,4.88,0.0,0.4444,0.0,1
0.44,1.5,5.04,6.64,0.0,0.32,1.5,4.24,5.68,0.0,0.1667,0.0,1
0.36,2.0,3.48,4.52,0.0,0.44,0.5,4.64,4.36,0.0,0.3,0.0,0
0.48,2.0,5.4,6.08,0.0,0.8,2.0,8.36,4.48,0.0,0.3333,0.0,0
0.4,0.5,4.24,5.96,0.0,0.52,1.5,5.36,5.04,0.0,0.5556,0.0,0
0.56,1.5,5.28,3.44,0.0,0.44,1.0,4.08,4.96,0.0,0.6667,0.0,0
0.64,2.0,5.2,4.72,0.0,0.28,0.0,4.44,6.12,0.0,0.75,0.0,0
0.52,2.0,4.56,5.52,0.0,0.32,1.0,3.88,5.6,0.0,1.0,0.0,1
0.32,1.5,3.84,5.28,0.0,0.56,2.0,5.96,4.52,0.0,0.0,0.0,1
0.8,2.0,5.16,3.2,0.0,0.52,1.5,3.8,4.68,0.0,0.45,0.0,0
0.4,1.0,4.12,4.6,0.0,0.52,1.5,4.6,4.08,0.0,0.5,0.0,0
0.64,1.5,4.52,4.04,0.0,0.44,2.0,4.56,4.72,0.0,0.5714,0.0,1
0.64,1.5,5.28,3.92,0.0,0.52,1.0,5.32,4.76,0.0,0.5714,0.0,0
0.6,1.0,4.96,3.76,0.0,0.36,2.5,4.04,5.0,0.0,0.7143,0.0,0
0.52,1.5,6.16,5.0,0.0,0.52,1.5,5.36,5.04,0.0,0.45,0.0,1
0.56,1.0,4.88,4.08,0.0,0.28,2.0,3.8,6.36,0.0,0.4167,0.0,1
0.56,1.5,5.8,4.56,0.0,0.6,2.5,4.84,4.0,0.0,0.4167,0.0,1
0.56,2.0,5.4,3.36,0.0,0.28,1.0,4.16,5.92,0.0,0.8333,0.0,0
0.48,0.5,4.0,6.0,0.0,0.36,1.0,4.0,5.52,0.0,0.8333,0.0,0
0.4,2.0,3.64,4.36,0.0,0.76,1.5,8.0,4.52,0.0,0.45,0.0,1
0.6,2.5,4.2,4.36,0.0,0.28,0.0,4.44,6.12,0.0,0.6,0.0,1
0.28,1.0,3.68,5.64,0.0,0.6,2.0,6.16,4.4,0.0,0.0,0.0,0
0.84,2.0,5.32,3.2,0.0,0.48,1.0,3.88,4.92,0.0,1.0,0.0,0
0.4,1.5,4.04,4.4,0.0,0.48,1.0,4.32,4.12,0.0,0.5556,0.0,0
0.6,1.5,4.44,4.2,0.0,0.48,2.5,4.6,4.64,0.0,0.5,0.0,1
0.64,1.5,5.48,3.96,0.0,0.52,1.0,5.28,4.92,0.0,0.625,0.0,1
0.6,1.0,4.96,3.72,0.0,0.36,2.0,4.08,5.24,0.0,0.75,0.0,0
0.48,1.5,5.92,5.0,0.0,0.52,1.5,5.08,4.68,0.0,0.0,0.0,0
0.56,2.0,4.08,4.44,0.0,0.32,0.5,4.32,5.84,0.0,0.5,0.0,0
0.52,1.0,5.56,4.64,0.0,0.6,3.0,4.8,3.96,0.0,0.3333,0.0,1
0.56,2.0,5.28,3.28,0.0,0.48,2.0,4.32,4.64,0.0,1.0,0.0,0
0.48,1.0,3.88,5.84,0.0,0.32,1.0,3.92,5.64,0.0,0.8571,0.0,0
0.52,2.0,5.24,4.76,0.0,0.44,0.5,4.6,4.4,0.0,0.5,0.0,1
0.56,2.0,5.68,4.32,0.0,0.28,1.0,4.12,6.0,0.0,0.45,0.0,0
0.36,2.0,3.72,4.84,0.0,0.76,2.0,8.24,4.6,0.0,0.0,0.0,1
0.52,0.5,4.52,4.08,0.0,0.32,2.0,3.8,6.12,0.0,0.3333,0.0,0
0.52,1.0,5.52,4.56,0.0,0.64,3.0,4.84,3.84,0.0,0.3333,0.0,1
0.88,2.0,5.52,3.2,0.0,0.44,1.0,3.8,5.04,0.0,1.0,0.0,0
0.56,1.5,4.44,4.36,0.0,0.52,2.5,4.68,4.64,0.0,0.4444,0.0,0
0.64,1.5,5.04,3.6,0.0,0.36,1.5,4.16,5.16,0.0,0.7778,0.0,0
0.44,0.5,4.36,5.4,0.0,0.56,2.0,5.08,3.88,0.0,0.6,0.0,1
0.48,2.0,6.12,5.12,0.0,0.52,1.5,5.2,4.92,0.0,0.5,0.0,1
0.6,2.5,5.68,3.44,0.0,0.48,1.5,4.52,4.88,0.0,1.0,0.0,0
0.32,1.0,4.12,5.64,0.0,0.56,1.5,5.8,4.64,0.0,0.125,0.0,0
0.48,1.5,5.04,5.04,0.0,0.44,1.0,4.64,4.36,0.0,0.4286,0.0,0
0.36,1.5,3.64,4.84,0.0,0.76,2.0,7.76,4.36,0.0,0.0,0.0,0
0.48,1.5,3.92,5.84,0.0,0.32,1.0,3.88,5.68,0.0,0.875,0.0,0
0.6,1.5,5.4,4.12,0.0,0.56,1.5,5.56,4.76,0.0,0.5556,0.0,0
0.44,1.5,4.24,4.52,0.0,0.44,0.5,4.32,4.2,0.0,0.6,0.0,1
0.56,2.0,5.4,4.16,0.0,0.24,0.5,3.88,6.0,0.0,1.0,0.0,0
0.56,0.5,4.64,4.12,0.0,0.32,1.5,3.96,6.24,0.0,0.3333,0.0,0
0.56,1.5,4.44,4.4,0.0,0.48,2.0,4.48,4.84,0.0,0.5,0.0,0
0.4,0.5,4.16,5.64,0.0,0.6,2.0,5.32,3.76,0.0,0.5,0.0,1
0.68,2.0,5.28,3.44,0.0,0.48,1.5,5.0,4.04,0.0,0.6667,0.0,1
0.56,2.0,4.32,4.64,0.0,0.24,0.5,4.0,5.68,0.0,0.8571,0.0,0
0.56,2.5,5.6,4.28,0.0,0.48,1.0,4.16,5.16,0.0,0.75,0.0,0
0.52,1.5,4.0,5.8,0.0,0.32,0.5,3.76,5.44,0.0,0.8889,0.0,0
0.6,3.0,5.76,3.6,0.0,0.48,1.5,4.68,5.12,0.0,1.0,0.0,0
0.52,1.5,5.28,5.08,0.0,0.4,1.0,4.76,4.64,0.0,0.5,0.0,0
0.4,1.5,4.08,4.6,0.0,0.48,1.5,4.52,4.92,0.0,0.45,0.0,1
0.56,1.5,4.64,4.56,0.0,0.52,1.0,5.48,4.56,0.0,0.5714,0.0,0
0.88,2.5,5.68,3.36,0.0,0.36,1.5,4.96,5.52,0.0,0.5833,0.0,0
0.52,0.5,5.0,4.64,0.0,0.4,0.5,3.84,5.2,0.0,0.8333,0.0,1
0.64,1.5,5.2,3.56,0.0,0.52,1.5,4.96,3.68,0.0,0.5714,0.0,0
0.64,1.0,4.64,4.16,0.0,0.64,2.5,5.52,3.8,0.0,0.5,0.0,0
0.36,0.5,4.16,5.88,0.0,0.52,3.0,4.92,4.56,0.0,0.5,0.0,1
0.52,2.0,3.64,5.88,0.0,0.48,1.0,4.52,4.88,0.0,0.4286,0.0,1
0.56,2.0,4.32,4.64,0.0,0.24,0.5,3.88,5.6,0.0,0.875,0.0,0
0.64,1.0,4.92,3.64,0.0,0.64,3.0,5.24,3.84,0.0,0.4286,0.0,1
0.48,1.0,5.0,5.0,0.0,0.72,2.0,7.48,4.68,0.0,0.7143,0.0,1
0.6,2.5,5.76,4.24,0.0,0.48,1.0,4.16,5.04,0.0,0.75,0.0,0
0.36,1.5,3.84,4.72,0.0,0.52,1.0,5.44,5.04,0.0,0.5833,0.0,0
0.44,2.0,6.16,5.88,0.0,0.32,1.0,3.92,6.24,0.0,0.8571,0.0,0
0.56,2.0,4.32,4.72,0.0,0.24,0.5,3.88,5.68,0.0,0.8889,0.0,0
0.48,0.5,4.72,4.72,0.0,0.4,1.0,3.64,5.12,0.0,0.7143,0.0,0
0.56,2.0,4.44,4.44,0.0,0.48,0.5,5.08,4.4,0.0,0.625,0.0,0
0.44,2.0,6.16,5.8,0.0,0.32,1.0,3.84,6.24,0.0,0.875,0.0,1
0.64,2.0,5.16,3.56,0.0,0.52,1.5,4.84,3.56,0.0,0.625,0.0,1
0.64,1.5,4.48,4.16,0.0,0.64,2.0,5.52,3.64,0.0,0.5,0.0,1
0.32,0.5,4.0,6.12,0.0,0.52,3.0,5.08,4.56,0.0,0.5,0.0,1
0.6,0.5,4.56,3.56,0.0,0.68,3.0,5.4,3.8,0.0,0.375,0.0,0
0.4,1.5,4.08,4.52,0.0,0.52,0.5,5.44,5.08,0.0,0.6667,0.0,0
0.52,2.0,5.68,5.12,0.0,0.32,1.0,4.12,5.44,0.0,0.3333,0.0,1
0.44,0.5,4.8,5.2,0.0,0.72,2.0,7.48,4.68,0.0,0.625,0.0,0
0.4,1.5,4.2,4.72,0.0,0.48,1.5,4.52,5.04,0.0,0.0,0.0,0
0.88,3.0,5.64,3.44,0.0,0.36,1.5,5.08,5.56,0.0,0.5833,0.0,0
0.48,2.0,3.48,6.0,0.0,0.48,1.5,4.6,4.88,0.0,0.375,0.0,1
0.6,2.5,5.88,4.28,0.0,0.44,1.0,3.92,5.08,0.0,0.8333,0.0,0
0.88,3.0,5.52,3.32,0.0,0.32,1.0,4.72,5.64,0.0,0.6667,0.0,0
0.6,2.0,4.56,4.12,0.0,0.48,0.5,5.08,4.4,0.0,0.6667,0.0,1
0.44,1.5,4.32,4.64,0.0,0.48,1.5,4.28,4.76,0.0,0.5,0.0,0
0.44,1.5,5.84,5.56,0.0,0.36,1.5,3.96,6.0,0.0,0.7778,0.0,1
0.6,2.0,5.08,3.76,0.0,0.52,2.0,5.0,3.6,0.0,0.5556,0.0,0
0.6,1.0,4.16,4.04,0.0,0.64,2.0,5.04,3.56,0.0,0.5,0.0,1
0.28,0.5,3.96,6.16,0.0,0.52,3.0,5.16,4.72,0.0,0.4167,0.0,0
0.52,0.5,4.52,4.44,0.0,0.4,0.5,3.72,5.04,0.0,0.75,0.0,0
0.48,2.0,5.64,5.28,0.0,0.36,1.5,4.08,5.2,0.0,0.2857,0.0,1
0.6,1.0,4.56,3.72,0.0,0.64,2.5,5.48,4.0,0.0,0.4444,0.0,1
0.56,2.5,4.2,4.76,0.0,0.24,0.0,3.92,5.68,0.0,0.9,0.0,1
0.44,1.0,4.72,5.16,0.0,0.68,1.5,7.32,4.8,0.0,0.6667,0.0,0
0.44,2.0,3.48,6.08,0.0,0.52,1.5,4.76,4.72,0.0,0.3333,0.0,0
0.64,3.0,6.04,4.28,0.0,0.44,1.0,3.92,4.8,0.0,0.8333,0.0,1
0.44,2.0,4.24,4.24,0.0,0.52,0.5,5.52,5.16,0.0,0.75,0.0,0
0.52,1.0,4.56,4.52,0.0,0.32,1.0,4.68,5.56,0.0,0.4,0.0,0
0.32,0.5,3.8,5.68,0.0,0.44,2.0,4.0,5.08,0.0,0.7143,0.0,0
0.56,1.5,5.4,4.68,0.0,0.48,1.5,4.04,4.56,0.0,0.5714,0.0,0
0.4,1.0,5.72,5.76,0.0,0.56,2.0,4.72,5.04,0.0,0.75,0.0,1
0.56,2.0,4.28,4.88,0.0,0.64,1.5,5.64,4.0,0.0,0.5,0.0,1
0.6,2.5,6.04,4.4,0.0,0.36,1.0,4.52,5.6,0.0,0.5,0.0,0
0.48,1.5,5.48,6.16,0.0,0.64,2.5,5.48,4.04,0.0,0.8333,0.0,0
0.44,2.0,4.12,4.16,0.0,0.52,0.5,5.48,5.12,0.0,0.75,0.0,0
0.56,1.0,4.44,3.84,0.0,0.48,2.5,4.88,4.6,0.0,0.6667,0.0,0
0.56,1.5,5.68,4.72,0.0,0.48,1.0,4.28,4.84,0.0,0.625,0.0,1
0.6,2.0,4.56,4.28,0.0,0.36,0.5,3.8,5.2,0.0,0.45,0.0,0
0.44,1.0,3.52,3.96,0.0,0.36,2.5,4.12,4.68,0.0,0.45,0.0,0
0.52,1.5,4.72,4.68,0.0,0.32,1.0,4.6,5.52,0.0,0.5,0.0,1
0.68,1.5,7.24,5.64,0.0,0.44,1.0,4.16,5.0,0.0,0.5,0.0,0
0.36,1.0,4.04,5.76,0.0,0.44,1.5,4.2,5.2,0.0,0.75,0.0,1
0.56,2.5,4.16,4.36,0.0,0.48,1.5,4.84,3.52,0.0,0.8333,0.0,0
0.4,1.0,5.68,5.72,0.0,0.6,2.0,4.88,5.08,0.0,0.6667,0.0,1
0.52,0.5,4.4,5.04,0.0,0.72,3.0,5.12,3.08,0.0,0.5,0.0,1
0.52,2.0,4.0,4.72,0.0,0.64,1.5,5.16,3.88,0.0,0.5,0.0,0
0.56,1.5,4.56,3.92,0.0,0.48,2.0,4.92,4.64,0.0,0.7143,0.0,0
0.6,2.5,5.96,4.32,0.0,0.36,1.0,4.64,5.76,0.0,0.5714,0.0,1
0.52,1.0,3.64,4.28,0.0,0.28,0.5,4.0,5.64,0.0,0.3333,0.0,1
0.48,1.5,5.44,6.12,0.0,0.64,2.0,5.48,3.72,0.0,0.8571,0.0,0
0.6,1.0,4.2,4.12,0.0,0.36,2.0,4.68,4.96,0.0,0.3333,0.0,0
0.36,1.0,4.08,5.44,0.0,0.32,1.5,3.8,5.56,0.0,0.6,0.0,1
0.44,1.5,3.72,3.96,0.0,0.36,2.5,4.08,4.56,0.0,1.0,0.0,0
0.68,1.5,7.12,5.64,0.0,0.44,0.5,4.24,5.08,0.0,0.5714,0.0,1
0.52,1.0,5.76,4.96,0.0,0.48,1.0,4.2,4.96,0.0,0.5556,0.0,1
0.4,0.5,5.92,5.76,0.0,0.64,2.0,5.16,4.96,0.0,0.6667,0.0,0
0.56,2.5,4.6,4.48,0.0,0.44,1.5,4.88,4.08,0.0,0.8571,0.0,1
0.64,1.0,4.0,3.8,0.0,0.36,1.5,4.64,4.88,0.0,0.4167,0.0,1
0.52,2.0,4.16,4.96,0.0,0.64,1.5,5.24,3.76,0.0,0.5833,0.0,0
0.52,0.5,3.68,4.52,0.0,0.32,1.0,4.08,5.32,0.0,0.25,0.0,1
0.52,2.0,5.64,6.0,0.0,0.64,1.5,5.44,3.76,0.0,0.875,0.0,0
0.6,2.5,4.44,4.16,0.0,0.36,0.5,3.68,4.84,0.0,1.0,0.0,1
0.32,1.0,3.8,5.8,0.0,0.44,1.5,4.24,5.16,0.0,0.6667,0.0,1
0.6,2.0,5.92,4.28,0.0,0.4,1.5,4.68,5.6,0.0,0.5,0.0,1
0.52,0.0,4.32,4.72,0.0,0.76,3.0,5.2,3.08,0.0,0.4286,0.0,0
0.36,0.5,4.08,5.56,0.0,0.36,2.0,3.88,5.24,0.0,0.5,0.0,0
0.48,2.0,3.92,3.8,0.0,0.32,2.0,3.64,4.68,0.0,1.0,0.0,0
0.64,1.0,5.24,4.88,0.0,0.64,2.0,5.16,4.96,0.0,0.5714,0.0,0
0.44,1.0,4.96,6.36,0.0,0.52,1.0,4.4,5.0,0.0,0.6667,0.0,1
0.48,1.0,5.56,5.0,0.0,0.52,1.5,4.08,4.68,0.0,0.5,0.0,1
